Task_ID,Task_Name,Description,Assigned_To,Progress,Priority,Completion_Time,Deadline,User_Sentiment
T1651,Task 001 of Construction of a Hospital Wing Project 018,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2024-03-05. Current user sentiment is 'neutral', which may impact performance.",Grace,0.66,Medium,26,2024-03-05,Neutral
T1652,Task 002 of Construction of a Hospital Wing Project 018,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 37 hours. The deadline for this task is 2024-03-01. Current user sentiment is 'neutral', which may impact performance.",Grace,0.54,Medium,37,2024-03-01,Neutral
T1653,Task 003 of Construction of a Hospital Wing Project 018,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-02-25. Current user sentiment is 'overwhelmed', which may impact performance.",Grace,0.2,Medium,7,2024-02-25,Overwhelmed
T1654,Task 001 of Road Expansion Project 019,"Task 001 involves critical work for the Road Expansion Project 019. This task has a high priority and is expected to be completed in approximately 11 hours. The deadline for this task is 2024-12-30. Current user sentiment is 'neutral', which may impact performance.",Grace,0.61,High,11,2024-12-30,Neutral
T1655,Task 002 of Road Expansion Project 019,"Task 002 involves critical work for the Road Expansion Project 019. This task has a medium priority and is expected to be completed in approximately 1 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'satisfied', which may impact performance.",Ivy,1.0,Medium,1,2024-09-25,Satisfied
T1656,Task 003 of Road Expansion Project 019,"Task 003 involves critical work for the Road Expansion Project 019. This task has a medium priority and is expected to be completed in approximately 13 hours. The deadline for this task is 2024-12-24. Current user sentiment is 'cautious', which may impact performance.",Charlie,0.46,Medium,13,2024-12-24,Cautious
T1657,Task 001 of Bridge Maintenance Project 020,"Task 001 involves critical work for the Bridge Maintenance Project 020. This task has a medium priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2024-07-03. Current user sentiment is 'content', which may impact performance.",Eve,1.0,Medium,18,2024-07-03,Content
T1658,Task 002 of Bridge Maintenance Project 020,"Task 002 involves critical work for the Bridge Maintenance Project 020. This task has a high priority and is expected to be completed in approximately 36 hours. The deadline for this task is 2024-08-02. Current user sentiment is 'focused', which may impact performance.",Grace,0.84,High,36,2024-08-02,Focused
T1659,Task 003 of Bridge Maintenance Project 020,"Task 003 involves critical work for the Bridge Maintenance Project 020. This task has a high priority and is expected to be completed in approximately 24 hours. The deadline for this task is 2024-07-02. Current user sentiment is 'anxious', which may impact performance.",Grace,0.11,High,24,2024-07-02,Anxious
T1660,Task 001 of Office Building Renovation Project 021,"Task 001 involves critical work for the Office Building Renovation Project 021. This task has a high priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2024-12-15. Current user sentiment is 'hopeful', which may impact performance.",Alice,0.43,High,26,2024-12-15,Hopeful
T1661,Task 002 of Office Building Renovation Project 021,"Task 002 involves critical work for the Office Building Renovation Project 021. This task has a high priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'relieved', which may impact performance.",Frank,1.0,High,21,2024-09-25,Relieved
T1662,Task 003 of Office Building Renovation Project 021,"Task 003 involves critical work for the Office Building Renovation Project 021. This task has a high priority and is expected to be completed in approximately 15 hours. The deadline for this task is 2024-09-20. Current user sentiment is 'focused', which may impact performance.",Ivy,1.0,High,15,2024-09-20,Focused
T1663,Task 001 of Apartment Complex Development Project 022,"Task 001 involves critical work for the Apartment Complex Development Project 022. This task has a high priority and is expected to be completed in approximately 6 hours. The deadline for this task is 2024-04-11. Current user sentiment is 'hopeful', which may impact performance.",Ivy,0.68,High,6,2024-04-11,Hopeful
T1664,Task 002 of Apartment Complex Development Project 022,"Task 002 involves critical work for the Apartment Complex Development Project 022. This task has a medium priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-04-28. Current user sentiment is 'overwhelmed', which may impact performance.",Grace,0.28,Medium,7,2024-04-28,Overwhelmed
T1665,Task 003 of Apartment Complex Development Project 022,"Task 003 involves critical work for the Apartment Complex Development Project 022. This task has a high priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2024-04-24. Current user sentiment is 'relieved', which may impact performance.",Ivy,0.77,High,18,2024-04-24,Relieved
T1666,Task 001 of Commercial Center Construction Project 023,"Task 001 involves critical work for the Commercial Center Construction Project 023. This task has a high priority and is expected to be completed in approximately 17 hours. The deadline for this task is 2024-05-18. Current user sentiment is 'neutral', which may impact performance.",Alice,0.45,High,17,2024-05-18,Neutral
T1667,Task 002 of Commercial Center Construction Project 023,"Task 002 involves critical work for the Commercial Center Construction Project 023. This task has a medium priority and is expected to be completed in approximately 27 hours. The deadline for this task is 2024-06-01. Current user sentiment is 'frustrated', which may impact performance.",Charlie,0.02,Medium,27,2024-06-01,Frustrated
T1668,Task 003 of Commercial Center Construction Project 023,"Task 003 involves critical work for the Commercial Center Construction Project 023. This task has a low priority and is expected to be completed in approximately 19 hours. The deadline for this task is 2024-04-10. Current user sentiment is 'neutral', which may impact performance.",Charlie,0.45,Low,19,2024-04-10,Neutral
T1669,Task 001 of Highway Reconstruction Project 024,"Task 001 involves critical work for the Highway Reconstruction Project 024. This task has a medium priority and is expected to be completed in approximately 1 hours. The deadline for this task is 2024-08-29. Current user sentiment is 'overwhelmed', which may impact performance.",Charlie,0.05,Medium,1,2024-08-29,Overwhelmed
T1670,Task 002 of Highway Reconstruction Project 024,"Task 002 involves critical work for the Highway Reconstruction Project 024. This task has a low priority and is expected to be completed in approximately 1 hours. The deadline for this task is 2024-09-04. Current user sentiment is 'satisfied', which may impact performance.",Ivy,0.75,Low,1,2024-09-04,Satisfied
T1671,Task 003 of Highway Reconstruction Project 024,"Task 003 involves critical work for the Highway Reconstruction Project 024. This task has a medium priority and is expected to be completed in approximately 24 hours. The deadline for this task is 2024-09-01. Current user sentiment is 'content', which may impact performance.",Eve,1.0,Medium,24,2024-09-01,Content
